,"('<s>', 'get') ",6,0.00139958
6012,"('addicted', 'themandymoore') ",1,0.333333333
6013,"('themandymoore', 'could') ",1,1
6014,"('could', 'break') ",1,0.020408163
6015,"('break', 'heart') ",2,0.142857143
6016,"('heart', 'day') ",1,0.058823529
6017,"('day', 'week') ",1,0.0041841
6018,"('week', '</s>') ",10,0.181818182
6019,"('<s>', 'finally') ",8,0.001866107
6020,"('finally', 'home') ",2,0.08
6021,"('home', 'super') ",1,0.009174312
6022,"('super', 'tired') ",2,0.117647059
6023,"('tired', 'going') ",3,0.069767442
6024,"('going', 'bed') ",13,0.072625698
6025,"('bed', '</s>') ",15,0.25
6026,"('<s>', 'irgxana') ",1,0.000233263
6027,"('irgxana', 'well') ",1,1
6028,"('well', 'quite') ",1,0.011111111
6029,"('quite', 'imaginative') ",1,0.125
6030,"('imaginative', 'would') ",1,1
6031,"('would', 'expect') ",1,0.015384615
6032,"('expect', 'less') ",1,0.333333333
6033,"('less', 'sensei') ",1,0.090909091
6034,"('sensei', '</s>') ",1,1
6035,"('<s>', 'rhetthislop') ",1,0.000233263
6036,"('rhetthislop', 'hope') ",1,1
6037,"('hope', 'sending') ",1,0.01010101
6038,"('sending', 'invoice') ",1,0.2
6039,"('invoice', 'amcom') ",1,1
6040,"('amcom', 'damage') ",1,1
6041,"('damage', '</s>') ",1,1
6042,"('<s>', 'butterfly') ",1,0.000233263
6043,"('butterfly', 'effect') ",1,1
6044,"('effect', 'made') ",1,0.5
6045,"('made', 'cry') ",2,0.058823529
6046,"('cry', '</s>') ",4,0.333333333
6047,"('<s>', 'finished') ",19,0.004432004
6048,"('finished', 'first') ",1,0.037037037
6049,"('first', 'year') ",1,0.028571429
6050,"('year', 'uni') ",1,0.035714286
6051,"('uni', '</s>') ",1,0.5
6052,"('<s>', 'last') ",9,0.00209937
6053,"('last', 'day') ",11,0.11
6054,"('day', 'morning') ",1,0.0041841
6055,"('morning', 'little') ",1,0.009174312
6056,"('little', 'dull') ",1,0.022222222
6057,"('dull', 'outside') ",1,0.333333333
6058,"('outside', 'hopefully') ",1,0.058823529
6059,"('hopefully', 'cooler') ",1,0.041666667
6060,"('cooler', 'day') ",1,1
6061,"('day', 'head') ",1,0.0041841
6062,"('head', '</s>') ",5,0.2
6063,"('<s>', 'attacking') ",1,0.000233263
6064,"('attacking', 'migrants') ",1,1
6065,"('migrants', 'students') ",1,1
6066,"('students', 'occupy') ",1,0.166666667
6067,"('occupy', 'soas') ",1,1
6068,"('soas', 'get') ",1,1
6069,"('get', 'lads') ",1,0.004065041
6070,"('lads', 'lets') ",1,1
6071,"('lets', 'get') ",1,0.25
6072,"('get', 'politicool') ",1,0.004065041
6073,"('politicool', 'iran') ",1,1
6074,"('iran', 'eat') ",1,0.25
6075,"('eat', 'heart') ",1,0.041666667
6076,"('heart', '</s>') ",5,0.294117647
6077,"('<s>', 'coke') ",1,0.000233263
6078,"('coke', '</s>') ",1,1
6079,"('<s>', 'morning') ",21,0.00489853
6080,"('morning', 'late') ",2,0.018348624
6081,"('late', 'throat') ",1,0.032258065
6082,"('throat', 'giving') ",1,0.2
6083,"('giving', 'much') ",1,0.083333333
6084,"('much', 'pain') ",1,0.01010101
6085,"('pain', 'right') ",1,0.076923077
6086,"('right', '</s>') ",21,0.25
6087,"('<s>', 'synisterchyck') ",1,0.000233263
6088,"('synisterchyck', 'happy') ",1,1
6089,"('happy', 'birthday') ",8,0.106666667
6090,"('birthday', 'fellow') ",1,0.05
6091,"('fellow', 'gemini') ",1,1
6092,"('gemini', '</s>') ",1,1
6093,"('<s>', 'calebgardner') ",1,0.000233263
6094,"('calebgardner', 'soooo') ",1,1
6095,"('soooo', 'much') ",2,0.222222222
6096,"('much', 'fun') ",8,0.080808081
6097,"('fun', 'btw') ",1,0.016949153
6098,"('btw', 'adorable') ",1,0.058823529
6099,"('adorable', 'picture') ",1,0.333333333
6100,"('picture', 'kid') ",1,0.090909091
6101,"('kid', '</s>') ",2,0.285714286
6102,"('<s>', 'good') ",34,0.007930954
6103,"('good', 'morning') ",39,0.148288973
6104,"('morning', 'looks') ",3,0.027522936
6105,"('looks', 'like') ",16,0.432432432
6106,"('like', 'bike') ",1,0.005208333
6107,"('bike', 'today') ",1,0.166666667
6108,"('today', 'claims') ",1,0.005988024
6109,"('claims', 'car') ",1,1
6110,"('car', '</s>') ",3,0.176470588
6111,"('<s>', 'really') ",32,0.007464427
6112,"('really', 'really') ",8,0.055172414
6113,"('really', 'want') ",9,0.062068966
6114,"('want', 'new') ",2,0.016528926
6115,"('new', 'series') ",1,0.008
6116,"('series', 'heroes') ",1,0.166666667
6117,"('heroes', 'start') ",1,0.333333333
6118,"('start', 'miss') ",1,0.038461538
6119,"('miss', 'weeky') ",1,0.011111111
6120,"('weeky', 'dose') ",1,1
6121,"('dose', 'milo') ",1,1
6122,"('milo', '</s>') ",1,1
6123,"('<s>', 'open') ",1,0.000233263
6124,"('open', 'book') ",1,0.066666667
6125,"('book', 'giving') ",1,0.058823529
6126,"('giving', 'away') ",2,0.166666667
6127,"('away', 'stock') ",1,0.029411765
6128,"('stock', 'always') ",1,1
6129,"('always', 'good') ",1,0.020833333
6130,"('good', 'idea') ",2,0.007604563
6131,"('idea', '</s>') ",6,0.4
6132,"('<s>', 'balls') ",1,0.000233263
6133,"('balls', 'windies') ",1,0.333333333
6134,"('windies', 'semis') ",1,1
6135,"('semis', 'amp') ",1,1
6136,"('amp', 'england') ",1,0.006711409
6137,"('england', 'stupid') ",1,0.333333333
6138,"('stupid', 'fuppin') ",1,0.052631579
6139,"('fuppin', 'english') ",1,1
6140,"('english', 'rain') ",1,0.333333333
6141,"('rain', 'cocking') ",1,0.041666667
6142,"('cocking', 'close') ",1,1
6143,"('close', 'cricket') ",1,0.111111111
6144,"('cricket', '</s>') ",1,0.333333333
6145,"('<s>', 'sleep') ",6,0.00139958
6146,"('sleep', 'tonight') ",1,0.012658228
6147,"('tonight', 'either') ",1,0.013513514
6148,"('either', '</s>') ",4,0.210526316
6149,"('<s>', 'plaintruthiness') ",1,0.000233263
6150,"('plaintruthiness', 'cold') ",1,1
6151,"('cold', 'glad') ",1,0.038461538
6152,"('glad', 'many') ",1,0.035714286
6153,"('many', 'folks') ",1,0.066666667
6154,"('folks', 'following') ",1,0.333333333
6155,"('following', 'help') ",1,0.052631579
6156,"('help', 'get') ",1,0.034482759
6157,"('get', 'word') ",1,0.004065041
6158,"('word', 'panynj') ",1,0.0625
6159,"('panynj', '</s>') ",1,1
6160,"('<s>', 'wait') ",3,0.00069979
6161,"('wait', 'see') ",5,0.108695652
6162,"('see', 'kurn') ",1,0.007518797
6163,"('kurn', 'monday') ",1,1
6164,"('monday', 'much') ",1,0.047619048
6165,"('much', 'talk') ",1,0.01010101
6166,"('talk', 'little') ",1,0.058823529
6167,"('little', 'time') ",1,0.022222222
6168,"('time', '</s>') ",26,0.173333333
6169,"('<s>', 'akankshagoel') ",1,0.000233263
6170,"('akankshagoel', 'brother') ",1,1
6171,"('brother', 'sreenet') ",1,0.076923077
6172,"('sreenet', 'fly') ",1,1
6173,"('fly', 'seminar') ",1,0.142857143
6174,"('seminar', '</s>') ",2,1
6175,"('<s>', 'learned') ",2,0.000466527
6176,"('learned', 'hoedown') ",1,0.25
6177,"('hoedown', 'throwdown') ",1,1
6178,"('throwdown', 'soo') ",1,1
6179,"('soo', 'difficult') ",1,0.071428571
6180,"('difficult', 'practise') ",1,0.25
6181,"('practise', 'perfect') ",1,1
6182,"('perfect', 'hahaha') ",1,0.125
6183,"('hahaha', 'boom') ",1,0.055555556
6184,"('boom', 'clap') ",1,0.333333333
6185,"('clap', 'learning') ",1,0.333333333
6186,"('learning', 'swl') ",1,0.142857143
6187,"('swl', '</s>') ",1,1
6188,"('<s>', 'writersblock') ",1,0.000233263
6189,"('writersblock', 'thanks') ",1,1
6190,"('thanks', 'got') ",1,0.008
6191,"('got', 'start') ",1,0.006134969
6192,"('start', 'planning') ",1,0.038461538
6193,"('planning', 'bbqs') ",1,0.2
6194,"('bbqs', '</s>') ",1,1
6195,"('<s>', 'totzhatz') ",1,0.000233263
6196,"('totzhatz', 'sometimes') ",1,1
6197,"('sometimes', 'wish') ",1,0.142857143
6198,"('wish', 'lived') ",1,0.016129032
6199,"('lived', 'small') ",1,0.333333333
6200,"('small', 'town') ",1,0.166666667
6201,"('town', 'really') ",1,0.25
6202,"('really', 'like') ",5,0.034482759
6203,"('like', 'visiting') ",1,0.005208333
6204,"('visiting', 'inlaws') ",1,0.333333333
6205,"('inlaws', 'relaxed') ",1,1
6206,"('relaxed', 'pace') ",1,0.5
6207,"('pace', 'nice') ",1,0.5
6208,"('nice', 'esp') ",1,0.015151515
6209,"('esp', 'summer') ",1,0.25
6210,"('summer', '</s>') ",10,0.294117647
6211,"('<s>', 'excited') ",10,0.002332634
6212,"('excited', 'gypsyhippie') ",1,0.035714286
6213,"('gypsyhippie', 'maybe') ",1,1
6214,"('maybe', 'come') ",1,0.04
6215,"('come', 'sheffield') ",1,0.013888889
6216,"('sheffield', 'red') ",1,1
6217,"('red', 'bull') ",1,0.066666667
6218,"('bull', 'flugtag') ",1,1
6219,"('flugtag', 'next') ",1,1
6220,"('next', 'year') ",3,0.065217391
6221,"('year', 'haha') ",1,0.035714286
6222,"('haha', 'road') ",1,0.00990099
6223,"('road', 'trip') ",3,0.428571429
6224,"('trip', 'texas') ",1,0.0625
6225,"('texas', '</s>') ",2,0.666666667
6226,"('<s>', 'caps') ",1,0.000233263
6227,"('caps', 'lost') ",1,1
6228,"('lost', 'argh') ",1,0.037037037
6229,"('argh', 'game') ",1,0.5
6230,"('game', 'evening') ",1,0.034482759
6231,"('evening', 'much') ",1,0.076923077
6232,"('much', 'fun') ",8,0.080808081
6233,"('fun', '</s>') ",20,0.338983051
6234,"('<s>', 'savorthethyme') ",1,0.000233263
6235,"('savorthethyme', 'love') ",1,1
6236,"('love', 'quinoa') ",1,0.005050505
6237,"('quinoa', 'even') ",1,1
6238,"('even', 'pronounce') ",1,0.02173913
6239,"('pronounce', 'right') ",1,1
6240,"('right', 'enjoy') ",1,0.011904762
6241,"('enjoy', 'saturday') ",1,0.055555556
6242,"('saturday', '</s>') ",4,0.266666667
6243,"('<s>', 'feeling') ",12,0.00279916
6244,"('feeling', 'great') ",1,0.027027027
6245,"('great', 'gorgeous') ",1,0.011494253
6246,"('gorgeous', 'sunny') ",1,0.142857143
6247,"('sunny', 'day') ",6,0.285714286
6248,"('day', '</s>') ",53,0.221757322
6249,"('<s>', 'tommcfly') ",9,0.00209937
6250,"('tommcfly', 'tom') ",1,0.111111111
6251,"('tom', 'miss') ",1,0.1
6252,"('miss', 'spoke') ",1,0.011111111
6253,"('spoke', 'portuguese') ",1,0.333333333
6254,"('portuguese', 'google') ",1,0.5
6255,"('google', 'translate') ",1,0.25
6256,"('translate', 'love') ",1,1
6257,"('love', 'much') ",3,0.015151515
6258,"('much', 'man') ",1,0.01010101
6259,"('man', 'please') ",1,0.026315789
6260,"('please', 'answer') ",1,0.024390244
6261,"('answer', 'need') ",1,0.071428571
6262,"('need', 'man') ",1,0.010309278
6263,"('man', '</s>') ",7,0.184210526
6264,"('<s>', 'poker') ",1,0.000233263
6265,"('poker', 'awesome') ",1,1
6266,"('awesome', 'spit') ",1,0.015151515
6267,"('spit', 'awesome') ",1,1
6268,"('awesome', 'game') ",1,0.015151515
6269,"('game', 'hours') ",1,0.034482759
6270,"('hours', 'straight') ",1,0.03030303
6271,"('straight', 'really') ",1,0.5
6272,"('really', 'wear') ",1,0.006896552
6273,"('wear', 'ones') ",1,0.1
6274,"('ones', 'self') ",1,0.090909091
6275,"('self', '</s>') ",3,0.333333333
6276,"('<s>', 'could') ",3,0.00069979
6277,"('could', 'stand') ",1,0.020408163
6278,"('stand', 'laze') ",1,0.2
6279,"('laze', 'around') ",1,1
6280,"('around', '</s>') ",4,0.129032258
6281,"('<s>', 'lauralkgw') ",1,0.000233263
6282,"('lauralkgw', 'watch') ",1,1
6283,"('watch', 'never') ",2,0.045454545
6284,"('never', 'really') ",1,0.017857143
6285,"('really', 'cared') ",1,0.006896552
6286,"('cared', 'may') ",1,1
6287,"('may', 'lost') ",1,0.041666667
6288,"('lost', 'alone') ",1,0.037037037
6289,"('alone', '</s>') ",6,0.4
6290,"('<s>', 'sort') ",1,0.000233263
6291,"('sort', 'horrible') ",1,0.333333333
6292,"('horrible', 'cold') ",1,0.142857143
6293,"('cold', 'flu') ",1,0.038461538
6294,"('flu', 'setttled') ",1,0.166666667
6295,"('setttled', 'glad') ",1,1
6296,"('glad', 'day') ",1,0.035714286
6297,"('day', 'feel') ",1,0.0041841
6298,"('feel', 'miserable') ",1,0.010309278
6299,"('miserable', '</s>') ",1,0.5
6300,"('<s>', 'raaaaaaek') ",1,0.000233263
6301,"('raaaaaaek', 'clench') ",1,1
6302,"('clench', 'jaw') ",1,1
6303,"('jaw', 'sleep') ",1,1
6304,"('sleep', 'break') ",1,0.012658228
6305,"('break', 'habit') ",1,0.071428571
6306,"('habit', 'asap') ",1,0.5
6307,"('asap', 'gets') ",1,0.333333333
6308,"('gets', 'harder') ",1,0.090909091
6309,"('harder', '</s>') ",1,0.5
6310,"('<s>', 'made') ",8,0.001866107
6311,"('made', 'tea') ",1,0.029411765
6312,"('tea', 'smells') ",1,0.111111111
6313,"('smells', 'really') ",1,0.25
6314,"('really', 'wonderful') ",2,0.013793103
6315,"('wonderful', 'tastes') ",1,0.090909091
6316,"('tastes', 'like') ",2,1
6317,"('like', 'water') ",1,0.005208333
6318,"('water', 'steep') ",1,0.125
6319,"('steep', 'long') ",1,1
6320,"('long', 'enough') ",2,0.042553191
6321,"('enough', '</s>') ",2,0.1
6322,"('<s>', 'exam') ",1,0.000233263
6323,"('exam', 'time') ",1,0.045454545
6324,"('time', 'law') ",1,0.006666667
6325,"('law', 'degree') ",1,0.2
6326,"('degree', '</s>') ",1,0.5
6327,"('<s>', 'taylormosher') ",1,0.000233263
6328,"('taylormosher', 'haha') ",1,1
6329,"('haha', 'example') ",1,0.00990099
6330,"('example', 'reaction') ",1,0.5
6331,"('reaction', 'give') ",1,1
6332,"('give', 'virginiam') ",1,0.038461538
6333,"('virginiam', 'girly') ",1,1
6334,"('girly', 'fans') ",1,1
6335,"('fans', '</s>') ",1,0.125
6336,"('<s>', 'almost') ",2,0.000466527
6337,"('almost', 'done') ",4,0.2
6338,"('done', 'finishing') ",1,0.027027027
6339,"('finishing', 'papers') ",1,0.333333333
6340,"('papers', 'reading') ",1,0.5
6341,"('reading', 'class') ",1,0.1
6342,"('class', 'tomorrow') ",1,0.076923077
6343,"('tomorrow', 'going') ",1,0.00952381
6344,"('going', 'miami') ",1,0.005586592
6345,"('miami', 'grandma') ",1,0.5
6346,"('grandma', 'maga') ",1,0.2
6347,"('maga', 'funeral') ",1,1
6348,"('funeral', 'morning') ",1,0.5
6349,"('morning', '</s>') ",20,0.183486239
6350,"('<s>', 'eating') ",8,0.001866107
6351,"('eating', 'toast') ",1,0.055555556
6352,"('toast', 'yum') ",1,0.142857143
6353,"('yum', 'amp') ",1,0.25
6354,"('amp', 'freaking') ",1,0.006711409
6355,"('freaking', 'exam') ",1,0.166666667
6356,"('exam', 'tomorrow') ",4,0.181818182
6357,"('tomorrow', 'screwed') ",1,0.00952381
6358,"('screwed', '</s>') ",2,1
6359,"('<s>', 'yeeeah') ",1,0.000233263
6360,"('yeeeah', 'know') ",1,1
6361,"('know', 'elation') ",1,0.008196721
6362,"('elation', 'expect') ",1,1
6363,"('expect', 'end') ",1,0.333333333
6364,"('end', 'degrees') ",1,0.071428571
6365,"('degrees', 'school') ",1,0.5
6366,"('school', 'college') ",1,0.017857143
6367,"('college', 'etc') ",1,0.166666667
6368,"('etc', 'never') ",1,0.333333333
6369,"('never', 'happens') ",2,0.035714286
6370,"('happens', 'sad') ",1,0.1
6371,"('sad', '</s>') ",27,0.321428571
6372,"('<s>', 'spoil') ",1,0.000233263
6373,"('spoil', 'luxurious') ",1,0.5
6374,"('luxurious', 'things') ",1,1
6375,"('things', 'home') ",1,0.027777778
6376,"('home', 'take') ",1,0.009174312
6377,"('take', 'intern') ",1,0.023255814
6378,"('intern', '</s>') ",1,1
6379,"('<s>', 'morning') ",21,0.00489853
6380,"('morning', 'world') ",1,0.009174312
6381,"('world', 'survived') ",1,0.047619048
6382,"('survived', 'quot') ",1,0.333333333
6383,"('quot', 'assessment') ",1,0.004901961
6384,"('assessment', 'quot') ",1,1
6385,"('quot', 'training') ",1,0.004901961
6386,"('training', 'session') ",1,0.333333333
6387,"('session', 'although') ",1,0.5
6388,"('although', 'cannot') ",1,0.125
6389,"('cannot', 'feel') ",1,0.090909091
6390,"('feel', 'part') ",2,0.020618557
6391,"('part', 'body') ",1,0.052631579
6392,"('body', '</s>') ",2,0.2
6393,"('<s>', 'heeeyshelby') ",1,0.000233263
6394,"('heeeyshelby', 'youu') ",1,1
6395,"('youu', '</s>') ",2,0.5
6396,"('<s>', 'watching') ",30,0.006997901
6397,"('watching', 'tonys') ",1,0.015625
6398,"('tonys', '</s>') ",1,0.5
6399,"('<s>', 'seriously') ",5,0.001166317
6400,"('seriously', 'still') ",1,0.066666667
6401,"('still', 'cant') ",1,0.007936508
6402,"('cant', 'move') ",1,0.02
6403,"('move', 'sunburn') ",1,0.125
6404,"('sunburn', 'itchy') ",1,0.5
6405,"('itchy', 'magee') ",1,1
6406,"('magee', '</s>') ",1,1
6407,"('<s>', 'hell') ",2,0.000466527
6408,"('hell', 'shoot') ",1,0.083333333
6409,"('shoot', 'way') ",1,0.333333333
6410,"('way', 'oak') ",1,0.014705882
6411,"('oak', 'brook') ",1,1
6412,"('brook', 'sunny') ",1,1
6413,"('sunny', 'warm') ",1,0.047619048
6414,"('warm', 'day') ",1,0.125
6415,"('day', 'wanna') ",1,0.0041841
6416,"('wanna', 'hit') ",1,0.025
6417,"('hit', 'beach') ",1,0.076923077
6418,"('beach', '</s>') ",1,0.05
6419,"('<s>', 'aww') ",5,0.001166317
6420,"('aww', 'shes') ",1,0.035714286
6421,"('shes', 'gone') ",1,0.25
6422,"('gone', '</s>') ",6,0.230769231
6423,"('<s>', 'tariza') ",1,0.000233263
6424,"('tariza', 'thank') ",1,1
6425,"('thank', 'amazing') ",1,0.018518519
6426,"('amazing', 'season') ",1,0.027777778
6427,"('season', 'big') ",1,0.111111111
6428,"('big', 'part') ",1,0.045454545
6429,"('part', 'championship') ",1,0.052631579
6430,"('championship', 'hope') ",1,0.5
6431,"('hope', 'stay') ",1,0.01010101
6432,"('stay', 'congratulations') ",1,0.058823529
6433,"('congratulations', '</s>') ",1,0.333333333
6434,"('<s>', 'monsoonsmangoes') ",1,0.000233263
6435,"('monsoonsmangoes', 'like') ",1,1
6436,"('like', 'waist') ",1,0.005208333
6437,"('waist', 'like') ",1,1
6438,"('like', 'length') ",1,0.005208333
6439,"('length', '</s>') ",1,1
6440,"('<s>', 'krist') ",1,0.000233263
6441,"('krist', 'well') ",1,1
6442,"('well', 'start') ",1,0.011111111
6443,"('start', 'share') ",1,0.038461538
6444,"('share', 'pool') ",1,0.111111111
6445,"('pool', 'ill') ",1,0.1
6446,"('ill', 'nominate') ",1,0.038461538
6447,"('nominate', 'yaymen') ",1,1
6448,"('yaymen', '</s>') ",1,1
6449,"('<s>', 'cant') ",5,0.001166317
6450,"('cant', 'anymore') ",1,0.02
6451,"('anymore', '</s>') ",5,0.555555556
6452,"('<s>', 'feel') ",12,0.00279916
6453,"('feel', 'like') ",13,0.134020619
6454,"('like', 'crap') ",3,0.015625
6455,"('crap', 'bowling') ",1,0.090909091
6456,"('bowling', 'party') ",2,0.666666667
6457,"('party', 'tonight') ",1,0.04
6458,"('tonight', '</s>') ",23,0.310810811
6459,"('<s>', 'neekel') ",1,0.000233263
6460,"('neekel', 'reminded') ",1,1
6461,"('reminded', 'coco') ",1,0.166666667
6462,"('coco', 'sison') ",1,1
6463,"('sison', 'lab') ",1,1
6464,"('lab', 'allowed') ",1,0.2
6465,"('allowed', 'magnet') ",1,0.2
6466,"('magnet', 'katip') ",1,0.5
6467,"('katip', 'except') ",1,1
6468,"('except', 'people') ",1,0.25
6469,"('people', 'eating') ",1,0.027027027
6470,"('eating', 'upstairs') ",1,0.055555556
6471,"('upstairs', '</s>') ",1,1
6472,"('<s>', 'soni') ",1,0.000233263
6473,"('soni', 'slaps') ",1,1
6474,"('slaps', 'hoes') ",1,1
6475,"('hoes', 'deadpool') ",1,1
6476,"('deadpool', 'best') ",1,1
6477,"('best', 'known') ",1,0.021276596
6478,"('known', 'breaking') ",1,0.333333333
6479,"('breaking', 'fourth') ",1,0.111111111
6480,"('fourth', 'wall') ",1,0.5
6481,"('wall', 'comics') ",1,0.166666667
6482,"('comics', 'one') ",1,0.333333333
6483,"('one', 'mention') ",1,0.008264463
6484,"('mention', 'film') ",1,0.142857143
6485,"('film', 'annoying') ",1,0.166666667
6486,"('annoying', '</s>') ",5,0.555555556
6487,"('<s>', 'joannesmedley') ",1,0.000233263
6488,"('joannesmedley', 'principally') ",1,1
6489,"('principally', 'acts') ",1,1
6490,"('acts', 'bringing') ",1,0.5
6491,"('bringing', 'bit') ",1,0.2
6492,"('bit', 'john') ",1,0.038461538
6493,"('john', 'holy') ",1,0.25
6494,"('holy', 'spirit') ",1,0.25
6495,"('spirit', 'advocate') ",1,0.333333333
6496,"('advocate', '</s>') ",1,1
6497,"('<s>', 'full') ",2,0.000466527
6498,"('full', 'day') ",2,0.125
6499,"('day', 'workout') ",1,0.0041841
6500,"('workout', 'good') ",1,1
6501,"('good', 'times') ",6,0.022813688
6502,"('times', '</s>') ",7,0.291666667
6503,"('<s>', 'daddy') ",1,0.000233263
6504,"('daddy', 'amp') ",1,0.166666667
6505,"('amp', 'dog') ",1,0.006711409
6506,"('dog', 'watching') ",1,0.125
6507,"('watching', 'people') ",1,0.015625
6508,"('people', 'dogs') ",1,0.027027027
6509,"('dogs', 'heading') ",1,0.125
6510,"('heading', 'home') ",2,0.153846154
6511,"('home', '</s>') ",28,0.256880734
6512,"('<s>', 'ipod') ",1,0.000233263
6513,"('ipod', 'died') ",1,0.166666667
6514,"('died', 'half') ",1,0.1
6515,"('half', 'way') ",2,0.133333333
6516,"('way', 'thru') ",1,0.014705882
6517,"('thru', 'run') ",1,0.2
6518,"('run', 'running') ",1,0.058823529
6519,"('running', 'music') ",1,0.090909091
6520,"('music', 'like') ",1,0.043478261
6521,"('like', 'taking') ",1,0.005208333
6522,"('taking', 'shower') ",1,0.058823529
6523,"('shower', 'water') ",1,0.090909091
6524,"('water', '</s>') ",2,0.25
6525,"('<s>', 'jrklover') ",1,0.000233263
6526,"('jrklover', 'yeah') ",1,1
6527,"('yeah', 'girlie') ",1,0.014705882
6528,"('girlie', 'got') ",1,0.25
6529,"('got', 'put') ",1,0.006134969
6530,"('put', 'phone') ",2,0.125
6531,"('phone', 'give') ",1,0.023809524
6532,"('give', 'mine') ",1,0.038461538
6533,"('mine', '</s>') ",4,0.307692308
6534,"('<s>', 'xscarletmx') ",1,0.000233263
6535,"('xscarletmx', 'hey') ",1,1
6536,"('hey', 'hon') ",2,0.032786885
6537,"('hon', 'skorgee') ",1,0.25
6538,"('skorgee', 'good') ",1,1
6539,"('good', 'said') ",1,0.003802281
6540,"('said', 'bright') ",1,0.045454545
6541,"('bright', 'today') ",1,0.2
6542,"('today', 'gone') ",1,0.005988024
6543,"('gone', 'got') ",1,0.038461538
6544,"('got', 'reccurence') ",1,0.006134969
6545,"('reccurence', 'ongoing') ",1,1
6546,"('ongoing', 'health') ",1,1
6547,"('health', 'problem') ",1,0.25
6548,"('problem', '</s>') ",1,0.142857143
6549,"('<s>', 'looking') ",14,0.003265687
6550,"('looking', 'fwd') ",1,0.03030303
6551,"('fwd', 'ladytron') ",1,1
6552,"('ladytron', 'hifi') ",1,1
6553,"('hifi', '</s>') ",1,1
6554,"('<s>', 'yeah') ",5,0.001166317
6555,"('yeah', 'almost') ",1,0.014705882
6556,"('almost', 'voice') ",1,0.05
6557,"('voice', 'back') ",1,0.1
6558,"('back', 'lol') ",2,0.01242236
6559,"('lol', '</s>') ",75,0.423728814
6560,"('<s>', 'bored') ",10,0.002332634
6561,"('bored', 'facebook') ",1,0.043478261
6562,"('facebook', 'nothing') ",1,0.090909091
6563,"('nothing', 'happening') ",1,0.029411765
6564,"('happening', 'half') ",1,0.2
6565,"('half', 'hour') ",3,0.2
6566,"('hour', '</s>') ",4,0.173913043
6567,"('<s>', 'nikki') ",1,0.000233263
6568,"('nikki', 'please') ",1,1
6569,"('please', '</s>') ",11,0.268292683
6570,"('<s>', 'baby') ",2,0.000466527
6571,"('baby', 'dentist') ",1,0.027777778
6572,"('dentist', 'appointment') ",2,0.333333333
6573,"('appointment', 'first') ",1,0.333333333
6574,"('first', 'thing') ",1,0.028571429
6575,"('thing', 'going') ",1,0.022222222
6576,"('going', 'visit') ",1,0.005586592
6577,"('visit', 'radmama') ",1,0.111111111
6578,"('radmama', 'little') ",1,1
6579,"('little', 'one') ",1,0.022222222
6580,"('one', '</s>') ",21,0.173553719
6581,"('<s>', 'hznkzm') ",1,0.000233263
6582,"('hznkzm', 'ooh') ",1,1
6583,"('ooh', 'yeah') ",2,0.5
6584,"('yeah', 'like') ",2,0.029411765
6585,"('like', 'waiting') ",1,0.005208333
6586,"('waiting', 'buses') ",1,0.04
6587,"('buses', 'good') ",1,1
6588,"('good', 'missed') ",1,0.003802281
6589,"('missed', 'bus') ",1,0.027777778
6590,"('bus', 'got') ",1,0.2
6591,"('got', 'see') ",3,0.018404908
6592,"('see', 'horses') ",1,0.007518797
6593,"('horses', '</s>') ",1,1
6594,"('<s>', 'bbq') ",2,0.000466527
6595,"('bbq', 'today') ",1,0.142857143
6596,"('today', 'got') ",1,0.005988024
6597,"('got', 'great') ",1,0.006134969
6598,"('great', 'gifts') ",1,0.011494253
6599,"('gifts', 'boght') ",1,0.5
6600,"('boght', 'nice') ",1,1
6601,"('nice', 'ones') ",1,0.015151515
6602,"('ones', 'money') ",1,0.090909091
6603,"('money', 'hunny') ",1,0.037037037
6604,"('hunny', 'sent') ",1,0.5
6605,"('sent', 'thank') ",1,0.125
6606,"('thank', 'everybody') ",1,0.018518519
6607,"('everybody', '</s>') ",3,0.333333333
6608,"('<s>', 'robangus') ",1,0.000233263
6609,"('robangus', 'yay') ",1,1
6610,"('yay', 'amazing') ",1,0.033333333
6611,"('amazing', 'love') ",4,0.111111111
6612,"('love', 'shud') ",1,0.005050505
6613,"('shud', 'wacth') ",1,1
6614,"('wacth', '</s>') ",1,1
6615,"('<s>', 'work') ",20,0.004665267
6616,"('work', '</s>') ",39,0.222857143
6617,"('<s>', 'christian') ",1,0.000233263
6618,"('christian', '</s>') ",1,0.333333333
6619,"('<s>', 'catching') ",3,0.00069979
6620,"('catching', 'think') ",1,0.166666667
6621,"('think', 'actually') ",1,0.011627907
6622,"('actually', 'gonna') ",1,0.035714286
6623,"('gonna', 'watch') ",2,0.033333333
6624,"('watch', 'season') ",1,0.022727273
6625,"('season', '</s>') ",5,0.555555556
6626,"('<s>', 'anytime') ",1,0.000233263
6627,"('anytime', 'tomorrow') ",1,0.166666667
6628,"('tomorrow', 'yet') ",1,0.00952381
6629,"('yet', 'dreading') ",1,0.023255814
6630,"('dreading', 'weekend') ",1,1
6631,"('weekend', '</s>') ",22,0.4
6632,"('<s>', 'left') ",1,0.000233263
6633,"('left', 'ben') ",1,0.03030303
6634,"('ben', 'amp') ",2,0.5
6635,"('amp', 'jerrys') ",1,0.006711409
6636,"('jerrys', 'lucys') ",1,1
6637,"('lucys', 'ugh') ",1,1
6638,"('ugh', 'hello') ",1,0.029411765
