,Word Unit,Count,Probability
413,"('finding', 'sick') ",1,2.50E-06
414,"('sick', 'hard') ",1,2.50E-06
415,"('hard', 'keep') ",1,2.50E-06
416,"('keep', 'eyes') ",1,2.50E-06
417,"('eyes', 'open') ",1,2.50E-06
418,"('open', '</s>') ",1,2.50E-06
419,"('<s>', 'cmrush') ",1,2.50E-06
420,"('cmrush', 'niiice') ",1,2.50E-06
421,"('niiice', 'love') ",1,2.50E-06
422,"('love', 'asuka') ",1,2.50E-06
423,"('asuka', 'esp') ",1,2.50E-06
424,"('esp', 'weekdays') ",1,2.50E-06
425,"('weekdays', 'great') ",1,2.50E-06
426,"('great', 'sushi') ",1,2.50E-06
427,"('sushi', 'rolls') ",1,2.50E-06
428,"('rolls', 'super') ",1,2.50E-06
429,"('super', 'cheap') ",1,2.50E-06
430,"('cheap', 'hope') ",1,2.50E-06
431,"('hope', 'youre') ",1,2.50E-06
432,"('youre', 'great') ",1,2.50E-06
435,"('<s>', 'nachojohnny') ",1,2.50E-06
436,"('nachojohnny', 'ilove') ",1,2.50E-06
437,"('ilove', 'think') ",1,2.50E-06
438,"('think', 'ive') ",1,2.50E-06
439,"('ive', 'seen') ",1,2.50E-06
440,"('seen', 'every') ",1,2.50E-06
441,"('every', 'episode') ",1,2.50E-06
442,"('episode', 'possible') ",1,2.50E-06
443,"('possible', 'bout') ",1,2.50E-06
444,"('bout', '</s>') ",1,2.50E-06
445,"('<s>', 'teambudd') ",1,2.50E-06
446,"('teambudd', 'hahaha') ",1,2.50E-06
447,"('hahaha', 'funny') ",1,2.50E-06
448,"('funny', 'reply') ",1,2.50E-06
449,"('reply', 'hahaha') ",1,2.50E-06
450,"('hahaha', 'saying') ",1,2.50E-06
451,"('saying', 'kansas') ",1,2.50E-06
452,"('kansas', 'appreciate') ",1,2.50E-06
454,"('<s>', 'karon') ",1,2.50E-06
455,"('karon', 'saw') ",1,2.50E-06
456,"('saw', 'two') ",1,2.50E-06
457,"('two', 'small') ",1,2.50E-06
458,"('small', '</s>') ",1,2.50E-06
462,"('death', 'next') ",1,2.50E-06
463,"('next', 'investment') ",1,2.50E-06
464,"('investment', 'going') ",1,2.50E-06
465,"('going', 'spa') ",1,2.50E-06
466,"('spa', 'need') ",1,2.50E-06
469,"('body', 'function') ",1,2.50E-06
470,"('function', 'via') ",1,2.50E-06
471,"('via', 'ingadurgin') ",1,2.50E-06
472,"('ingadurgin', 'herd') ",1,2.50E-06
473,"('herd', 'sleep') ",1,2.50E-06
474,"('sleep', 'good') ",1,2.50E-06
475,"('good', 'dat') ",1,2.50E-06
476,"('dat', '</s>') ",1,2.50E-06
479,"('everybody', 'see') ",1,2.50E-06
482,"('night', 'monday') ",1,2.50E-06
483,"('monday', 'ciao') ",1,2.50E-06
484,"('ciao', 'friends') ",1,2.50E-06
487,"('alright', 'finally') ",1,2.50E-06
488,"('finally', 'woke') ",1,2.50E-06
489,"('woke', 'ass') ",1,2.50E-06
490,"('ass', 'late') ",1,2.50E-06
491,"('late', 'usual') ",1,2.50E-06
492,"('usual', 'coffee') ",1,2.50E-06
493,"('coffee', 'green') ",1,2.50E-06
494,"('green', 'time') ",1,2.50E-06
495,"('time', 'best') ",1,2.50E-06
496,"('best', 'part') ",1,2.50E-06
497,"('part', 'waking') ",1,2.50E-06
498,"('waking', 'yeah') ",1,2.50E-06
499,"('yeah', 'dork') ",1,2.50E-06
500,"('dork', '</s>') ",1,2.50E-06
502,"('bored', 'trying') ",1,2.50E-06
504,"('figure', 'profiles') ",1,2.50E-06
505,"('profiles', 'ive') ",1,2.50E-06
506,"('ive', 'made') ",1,2.50E-06
507,"('made', 'net') ",1,2.50E-06
508,"('net', 'cannot') ",1,2.50E-06
509,"('cannot', 'remember') ",1,2.50E-06
510,"('remember', 'bit') ",1,2.50E-06
511,"('bit', 'brain') ",1,2.50E-06
512,"('brain', 'dead') ",1,2.50E-06
513,"('dead', 'moment') ",1,2.50E-06
515,"('<s>', 'officialas') ",1,2.50E-06
516,"('officialas', 'fair') ",1,2.50E-06
517,"('fair', 'enough') ",1,2.50E-06
518,"('enough', 'slap') ",1,2.50E-06
519,"('slap', 'vis') ",1,2.50E-06
520,"('vis', 'comm') ",1,2.50E-06
521,"('comm', 'teachers') ",1,2.50E-06
522,"('teachers', 'face') ",1,2.50E-06
523,"('face', 'lmao') ",1,2.50E-06
524,"('lmao', 'thursday') ",1,2.50E-06
529,"('yesterday', 'fantastic') ",1,2.50E-06
530,"('fantastic', 'saw') ",1,2.50E-06
531,"('saw', 'fam') ",1,2.50E-06
532,"('fam', 'oregon') ",1,2.50E-06
533,"('oregon', 'missed') ",1,2.50E-06
534,"('missed', 'soo') ",1,2.50E-06
537,"('<s>', 'mrskutcher') ",1,2.50E-06
538,"('mrskutcher', 'poland') ",1,2.50E-06
539,"('poland', 'mothers') ",1,2.50E-06
541,"('day', 'may') ",1,2.50E-06
542,"('may', '</s>') ",1,2.50E-06
543,"('<s>', 'eastcoastgamblr') ",1,2.50E-06
544,"('eastcoastgamblr', 'like') ",1,2.50E-06
546,"('feel', 'today') ",1,2.50E-06
548,"('<s>', 'lydiastack') ",1,2.50E-06
549,"('lydiastack', 'mitchelmusso') ",1,2.50E-06
550,"('mitchelmusso', 'australian') ",1,2.50E-06
551,"('australian', 'relese') ",1,2.50E-06
552,"('relese', 'know') ",1,2.50E-06
554,"('please', 'write') ",1,2.50E-06
555,"('write', 'back') ",1,2.50E-06
557,"('<s>', 'etf') ",1,2.50E-06
558,"('etf', '</s>') ",1,2.50E-06
562,"('<s>', 'beach') ",1,2.50E-06
563,"('beach', 'day') ",1,2.50E-06
564,"('day', 'headed') ",1,2.50E-06
565,"('headed', 'cats') ",1,2.50E-06
566,"('cats', 'listen') ",1,2.50E-06
567,"('listen', 'yankees') ",1,2.50E-06
568,"('yankees', 'game') ",1,2.50E-06
569,"('game', 'get') ",1,2.50E-06
570,"('get', 'place') ",1,2.50E-06
571,"('place', 'cleaned') ",1,2.50E-06
572,"('cleaned', 'maybe') ",1,2.50E-06
573,"('maybe', 'read') ",1,2.50E-06
576,"('<s>', 'pulled') ",1,2.50E-06
577,"('pulled', 'oboe') ",1,2.50E-06
578,"('oboe', 'full') ",1,2.50E-06
579,"('full', 'year') ",1,2.50E-06
581,"('amp', 'definitely') ",1,2.50E-06
582,"('definitely', 'longer') ",1,2.50E-06
583,"('longer', 'symphony') ",1,2.50E-06
584,"('symphony', 'level') ",1,2.50E-06
585,"('level', 'must') ",1,2.50E-06
586,"('must', 'remedy') ",1,2.50E-06
587,"('remedy', 'lips') ",1,2.50E-06
588,"('lips', 'hurt') ",1,2.50E-06
591,"('nessie', 'today') ",1,2.50E-06
593,"('well', 'world') ",1,2.50E-06
594,"('world', 'cup') ",1,2.50E-06
595,"('cup', 'really') ",1,2.50E-06
596,"('really', 'diverted') ",1,2.50E-06
597,"('diverted', 'attention') ",1,2.50E-06
599,"('<s>', 'gov') ",1,2.50E-06
600,"('gov', 'poop') ",1,2.50E-06
601,"('poop', 'forgot') ",1,2.50E-06
602,"('forgot', '</s>') ",1,2.50E-06
603,"('<s>', 'package') ",1,2.50E-06
604,"('package', 'arrived') ",1,2.50E-06
605,"('arrived', 'cheryl') ",1,2.50E-06
606,"('cheryl', 'gave') ",1,2.50E-06
607,"('gave', 'xiaomantous') ",1,2.50E-06
608,"('xiaomantous', 'book') ",1,2.50E-06
609,"('book', 'ordered') ",1,2.50E-06
610,"('ordered', 'yay') ",1,2.50E-06
612,"('<s>', 'nakulshenoy') ",1,2.50E-06
613,"('nakulshenoy', 'lol') ",1,2.50E-06
614,"('lol', 'quot') ",1,2.50E-06
615,"('quot', 'twiiter') ",1,2.50E-06
616,"('twiiter', 'killed') ",1,2.50E-06
617,"('killed', 'blogger') ",1,2.50E-06
618,"('blogger', 'quot') ",1,2.50E-06
619,"('quot', 'far') ",1,2.50E-06
620,"('far', 'apart') ",1,2.50E-06
621,"('apart', 'btw') ",1,2.50E-06
622,"('btw', 'quot') ",1,2.50E-06
623,"('quot', 'blogging') ",1,2.50E-06
624,"('blogging', 'traditional') ",1,2.50E-06
625,"('traditional', 'sense') ",1,2.50E-06
626,"('sense', 'quot') ",1,2.50E-06
627,"('quot', 'may') ",1,2.50E-06
628,"('may', 'know') ",1,2.50E-06
631,"('test', 'good') ",1,2.50E-06
632,"('good', 'probably') ",1,2.50E-06
633,"('probably', 'going') ",1,2.50E-06
635,"('get', 'torrent') ",1,2.50E-06
636,"('torrent', '</s>') ",1,2.50E-06
637,"('<s>', 'jeddimkins') ",1,2.50E-06
638,"('jeddimkins', 'bahahah') ",1,2.50E-06
639,"('bahahah', 'advertise') ",1,2.50E-06
640,"('advertise', 'fat') ",1,2.50E-06
641,"('fat', 'people') ",1,2.50E-06
644,"('trying', 'amusing') ",1,2.50E-06
645,"('amusing', 'make') ",1,2.50E-06
648,"('<s>', 'dannymcevoy') ",1,2.50E-06
649,"('dannymcevoy', 'haha') ",1,2.50E-06
650,"('haha', 'leave') ",1,2.50E-06
651,"('leave', 'hull') ",1,2.50E-06
652,"('hull', 'alone') ",1,2.50E-06
653,"('alone', 'yeah') ",1,2.50E-06
654,"('yeah', 'mate') ",1,2.50E-06
655,"('mate', '</s>') ",1,2.50E-06
658,"('morning', 'ugh') ",1,2.50E-06
659,"('ugh', 'clean') ",1,2.50E-06
662,"('<s>', 'uyennguyen') ",1,2.50E-06
663,"('uyennguyen', 'wanted') ",1,2.50E-06
664,"('wanted', 'upset') ",1,2.50E-06
665,"('upset', 'day') ",1,2.50E-06
667,"('<s>', 'decided') ",1,2.50E-06
668,"('decided', 'run') ",1,2.50E-06
669,"('run', 'laptop') ",1,2.50E-06
670,"('laptop', 'battery') ",1,2.50E-06
671,"('battery', 'power') ",1,2.50E-06
672,"('power', 'cord') ",1,2.50E-06
673,"('cord', 'case') ",1,2.50E-06
675,"('power', 'surge') ",1,2.50E-06
676,"('surge', 'stormy') ",1,2.50E-06
677,"('stormy', '</s>') ",1,2.50E-06
679,"('hey', 'someones') ",1,2.50E-06
680,"('someones', 'happy') ",1,2.50E-06
681,"('happy', 'someone') ",1,2.50E-06
682,"('someone', 'aka') ",1,2.50E-06
683,"('aka', '</s>') ",1,2.50E-06
684,"('<s>', 'fear') ",1,2.50E-06
685,"('fear', 'come') ",1,2.50E-06
687,"('back', 'ride') ",1,2.50E-06
689,"('<s>', 'peace') ",1,2.50E-06
690,"('peace', 'knocked') ",1,2.50E-06
691,"('knocked', 'door') ",1,2.50E-06
692,"('door', 'see') ",1,2.50E-06
693,"('see', 'wanted') ",1,2.50E-06
694,"('wanted', 'kfc') ",1,2.50E-06
695,"('kfc', 'guess') ",1,2.50E-06
696,"('guess', 'sleeping') ",1,2.50E-06
697,"('sleeping', 'lol') ",1,2.50E-06
699,"('<s>', 'markvanbaale') ",1,2.50E-06
700,"('markvanbaale', 'see') ",1,2.50E-06
701,"('see', 'anything') ",1,2.50E-06
702,"('anything', 'watched') ",1,2.50E-06
703,"('watched', 'awhile') ",1,2.50E-06
704,"('awhile', 'earlier') ",1,2.50E-06
705,"('earlier', 'evening') ",1,2.50E-06
706,"('evening', 'get') ",1,2.50E-06
708,"('back', 'deadlines') ",1,2.50E-06
709,"('deadlines', '</s>') ",1,2.50E-06
711,"('courtney', 'well') ",1,2.50E-06
712,"('well', 'breaking') ",1,2.50E-06
713,"('breaking', 'vodka') ",1,2.50E-06
714,"('vodka', 'lemon') ",1,2.50E-06
715,"('lemon', 'drop') ",1,2.50E-06
716,"('drop', '</s>') ",1,2.50E-06
717,"('<s>', 'grad') ",1,2.50E-06
719,"('party', 'work') ",1,2.50E-06
720,"('work', 'seth') ",1,2.50E-06
721,"('seth', 'love') ",1,2.50E-06
722,"('love', 'summer') ",1,2.50E-06
726,"('needs', 'start') ",1,2.50E-06
727,"('start', 'tanning') ",1,2.50E-06
728,"('tanning', 'right') ",1,2.50E-06
729,"('right', 'arm') ",1,2.50E-06
730,"('arm', 'ugh') ",1,2.50E-06
731,"('ugh', 'left') ",1,2.50E-06
732,"('left', 'arm') ",1,2.50E-06
733,"('arm', 'dark') ",1,2.50E-06
734,"('dark', 'driving') ",1,2.50E-06
735,"('driving', '</s>') ",1,2.50E-06
737,"('waiting', 'scrappers') ",1,2.50E-06
738,"('scrappers', 'come') ",1,2.50E-06
739,"('come', 'pick') ",1,2.50E-06
740,"('pick', 'old') ",1,2.50E-06
741,"('old', 'saab') ",1,2.50E-06
742,"('saab', '</s>') ",1,2.50E-06
745,"('bed', 'physically') ",1,2.50E-06
746,"('physically', 'pain') ",1,2.50E-06
747,"('pain', 'work') ",1,2.50E-06
748,"('work', 'sicker') ",1,2.50E-06
749,"('sicker', 'years') ",1,2.50E-06
750,"('years', 'coffee') ",1,2.50E-06
752,"('<s>', 'traffic') ",1,2.50E-06
753,"('traffic', 'moving') ",1,2.50E-06
754,"('moving', 'snail') ",1,2.50E-06
755,"('snail', 'pace') ",1,2.50E-06
756,"('pace', 'queen') ",1,2.50E-06
757,"('queen', 'street') ",1,2.50E-06
758,"('street', 'east') ",1,2.50E-06
759,"('east', 'streetcar') ",1,2.50E-06
760,"('streetcar', 'moved') ",1,2.50E-06
761,"('moved', 'one') ",1,2.50E-06
762,"('one', 'block') ",1,2.50E-06
763,"('block', 'minutes') ",1,2.50E-06
764,"('minutes', 'university') ",1,2.50E-06
765,"('university', 'york') ",1,2.50E-06
768,"('davidarchie', 'make') ",1,2.50E-06
769,"('make', 'sing') ",1,2.50E-06
770,"('sing', 'song') ",1,2.50E-06
771,"('song', 'stage') ",1,2.50E-06
772,"('stage', 'song') ",1,2.50E-06
773,"('song', 'amp') ",1,2.50E-06
774,"('amp', 'glad') ",1,2.50E-06
775,"('glad', 'fun') ",1,2.50E-06
777,"('<s>', 'web') ",1,2.50E-06
778,"('web', 'server') ",1,2.50E-06
779,"('server', 'sorry') ",1,2.50E-06
780,"('sorry', 'inconvenience') ",1,2.50E-06
781,"('inconvenience', 'time') ",1,2.50E-06
782,"('time', 'start') ",1,2.50E-06
783,"('start', 'shopping') ",1,2.50E-06
784,"('shopping', 'new') ",1,2.50E-06
785,"('new', 'host') ",1,2.50E-06
786,"('host', 'guess') ",1,2.50E-06
788,"('<s>', 'smithycurt') ",1,2.50E-06
789,"('smithycurt', 'nobbbbbyyy') ",1,2.50E-06
790,"('nobbbbbyyy', 'nobby') ",1,2.50E-06
791,"('nobby', 'nob') ",1,2.50E-06
792,"('nob', 'rotty') ",1,2.50E-06
793,"('rotty', '</s>') ",1,2.50E-06
795,"('tweetdeck', 'stopped') ",1,2.50E-06
796,"('stopped', 'working') ",1,2.50E-06
797,"('working', 'bahh') ",1,2.50E-06
798,"('bahh', '</s>') ",1,2.50E-06
800,"('hair', 'looks') ",1,2.50E-06
801,"('looks', 'sicckkkk') ",1,2.50E-06
802,"('sicckkkk', 'happy') ",1,2.50E-06
806,"('mothers', '</s>') ",1,2.50E-06
807,"('<s>', 'stephanie') ",1,2.50E-06
808,"('stephanie', 'pratt') ",1,2.50E-06
809,"('pratt', 'tells') ",1,2.50E-06
810,"('tells', 'mtv') ",1,2.50E-06
811,"('mtv', 'news') ",1,2.50E-06
812,"('news', 'quot') ",1,2.50E-06
814,"('hills', 'make') ",1,2.50E-06
815,"('make', 'bulimic') ",1,2.50E-06
816,"('bulimic', 'quot') ",1,2.50E-06
817,"('quot', 'better') ",1,2.50E-06
818,"('better', 'still') ",1,2.50E-06
819,"('still', 'half') ",1,2.50E-06
820,"('half', 'story') ",1,2.50E-06
821,"('story', 'missing') ",1,2.50E-06
824,"('hell', 'weekend') ",1,2.50E-06
826,"('one', 'second') ",1,2.50E-06
827,"('second', 'friday') ",1,2.50E-06
828,"('friday', 'woke') ",1,2.50E-06
829,"('woke', 'monday') ",1,2.50E-06
830,"('monday', 'sad') ",1,2.50E-06
833,"('sad', 'state') ",1,2.50E-06
834,"('state', 'afairs') ",1,2.50E-06
835,"('afairs', '</s>') ",1,2.50E-06
837,"('tweetdeck', 'updated') ",1,2.50E-06
838,"('updated', 'fix') ",1,2.50E-06
839,"('fix', 'crash') ",1,2.50E-06
840,"('crash', 'removed') ",1,2.50E-06
841,"('removed', 'minimize') ",1,2.50E-06
842,"('minimize', 'systray') ",1,2.50E-06
843,"('systray', 'totally') ",1,2.50E-06
844,"('totally', 'blows') ",1,2.50E-06
845,"('blows', '</s>') ",1,2.50E-06
846,"('<s>', 'fashionsourcing') ",1,2.50E-06
847,"('fashionsourcing', 'thanks') ",1,2.50E-06
848,"('thanks', 'invite') ",1,2.50E-06
849,"('invite', 'swamped') ",1,2.50E-06
850,"('swamped', 'able') ",1,2.50E-06
852,"('make', 'leaving') ",1,2.50E-06
853,"('leaving', 'hopefully') ",1,2.50E-06
857,"('tired', 'man') ",1,2.50E-06
859,"('<s>', 'lounging') ",1,2.50E-06
860,"('lounging', 'got') ",1,2.50E-06
861,"('got', 'sore') ",1,2.50E-06
862,"('sore', 'head') ",1,2.50E-06
864,"('<s>', 'alexispratsides') ",1,2.50E-06
865,"('alexispratsides', 'thanks') ",1,2.50E-06
867,"('lol', 'sadly') ",1,2.50E-06
868,"('sadly', 'waaahhhhh') ",1,2.50E-06
869,"('waaahhhhh', '</s>') ",1,2.50E-06
870,"('<s>', 'bye') ",1,2.50E-06
871,"('bye', 'everyone') ",1,2.50E-06
873,"('<s>', 'studin') ",1,2.50E-06
874,"('studin', 'test') ",1,2.50E-06
877,"('<s>', 'ngl') ",1,2.50E-06
878,"('ngl', 'finishing') ",1,2.50E-06
879,"('finishing', 'effy') ",1,2.50E-06
880,"('effy', 'emily') ",1,2.50E-06
881,"('emily', 'fic') ",1,2.50E-06
882,"('fic', 'got') ",1,2.50E-06
883,"('got', 'puppy') ",1,2.50E-06
884,"('puppy', 'much') ",1,2.50E-06
886,"('love', 'ridiculous') ",1,2.50E-06
887,"('ridiculous', 'completely') ",1,2.50E-06
888,"('completely', 'made') ",1,2.50E-06
890,"('night', 'ecstatic') ",1,2.50E-06
891,"('ecstatic', '</s>') ",1,2.50E-06
892,"('<s>', 'rotflmao') ",1,2.50E-06
893,"('rotflmao', 'quot') ",1,2.50E-06
895,"('muthu', 'kodi') ",1,2.50E-06
896,"('kodi', 'kawadi') ",1,2.50E-06
897,"('kawadi', 'hada') ",1,2.50E-06
898,"('hada', 'quot') ",1,2.50E-06
899,"('quot', 'tamil') ",1,2.50E-06
900,"('tamil', 'quot') ",1,2.50E-06
902,"('muthu', 'would') ",1,2.50E-06
904,"('come', 'bath') ",1,2.50E-06
905,"('bath', 'quot') ",1,2.50E-06
906,"('quot', 'wtf') ",1,2.50E-06
908,"('<s>', 'hmm') ",1,2.50E-06
909,"('hmm', 'make') ",1,2.50E-06
910,"('make', 'choice') ",1,2.50E-06
911,"('choice', 'decided') ",1,2.50E-06
912,"('decided', 'food') ",1,2.50E-06
913,"('food', 'inc') ",1,2.50E-06
914,"('inc', 'reception') ",1,2.50E-06
915,"('reception', 'screening') ",1,2.50E-06
916,"('screening', 'instead') ",1,2.50E-06
917,"('instead', 'hanging') ",1,2.50E-06
918,"('hanging', 'scgeek') ",1,2.50E-06
919,"('scgeek', 'dinner') ",1,2.50E-06
921,"('<s>', 'tyrone') ",1,2.50E-06
922,"('tyrone', 'thanks') ",1,2.50E-06
923,"('thanks', 'making') ",1,2.50E-06
924,"('making', 'years') ",1,2.50E-06
925,"('years', 'golf') ",1,2.50E-06
926,"('golf', 'course') ",1,2.50E-06
927,"('course', 'unforgettable') ",1,2.50E-06
928,"('unforgettable', 'rip') ",1,2.50E-06
930,"('<s>', 'chuckiem') ",1,2.50E-06
931,"('chuckiem', 'good') ",1,2.50E-06
934,"('<s>', 'dmv') ",1,2.50E-06
935,"('dmv', 'physical') ",1,2.50E-06
936,"('physical', 'exam') ",1,2.50E-06
937,"('exam', 'shuttle') ",1,2.50E-06
938,"('shuttle', 'job') ",1,2.50E-06
940,"('<s>', 'play') ",1,2.50E-06
941,"('play', 'golf') ",1,2.50E-06
942,"('golf', 'wonderful') ",1,2.50E-06
943,"('wonderful', 'husband') ",1,2.50E-06
944,"('husband', 'took') ",1,2.50E-06
945,"('took', 'day') ",1,2.50E-06
947,"('kids', 'still') ",1,2.50E-06
950,"('<s>', 'micheleknight') ",1,2.50E-06
951,"('micheleknight', 'awww') ",1,2.50E-06
952,"('awww', 'picasso') ",1,2.50E-06
953,"('picasso', 'cute') ",1,2.50E-06
956,"('shower', 'smoke') ",1,2.50E-06
957,"('smoke', 'time') ",1,2.50E-06
958,"('time', 'razzle') ",1,2.50E-06
959,"('razzle', 'dazzle') ",1,2.50E-06
960,"('dazzle', '</s>') ",1,2.50E-06
962,"('want', 'chinese') ",1,2.50E-06
963,"('chinese', 'tea') ",1,2.50E-06
964,"('tea', 'yet') ",1,2.50E-06
966,"('another', 'leaflet') ",1,2.50E-06
967,"('leaflet', 'came') ",1,2.50E-06
968,"('came', 'mail') ",1,2.50E-06
969,"('mail', 'slot') ",1,2.50E-06
970,"('slot', 'minute') ",1,2.50E-06
971,"('minute', 'ago') ",1,2.50E-06
972,"('ago', 'luton') ",1,2.50E-06
973,"('luton', 'really') ",1,2.50E-06
974,"('really', 'looking') ",1,2.50E-06
976,"('like', 'fast') ",1,2.50E-06
977,"('fast', 'food') ",1,2.50E-06
980,"('away', 'wasps') ",1,2.50E-06
981,"('wasps', '</s>') ",1,2.50E-06
982,"('<s>', 'jacdo') ",1,2.50E-06
983,"('jacdo', 'hey') ",1,2.50E-06
984,"('hey', 'jacks') ",1,2.50E-06
985,"('jacks', 'looking') ",1,2.50E-06
986,"('looking', 'cool') ",1,2.50E-06
987,"('cool', 'food') ",1,2.50E-06
988,"('food', 'place') ",1,2.50E-06
989,"('place', 'suggestions') ",1,2.50E-06
990,"('suggestions', 'runs') ",1,2.50E-06
991,"('runs', 'hides') ",1,2.50E-06
992,"('hides', '</s>') ",1,2.50E-06
994,"('love', 'andy') ",1,2.50E-06
995,"('andy', 'richter') ",1,2.50E-06
996,"('richter', 'back') ",1,2.50E-06
997,"('back', 'joel') ",1,2.50E-06
998,"('joel', '</s>') ",1,2.50E-06
999,"('<s>', 'sportschick') ",1,2.50E-06
1000,"('sportschick', 'going') ",1,2.50E-06
1001,"('going', 'soo') ",1,2.50E-06
1002,"('soo', 'love') ",1,2.50E-06
1003,"('love', 'pink') ",1,2.50E-06
1004,"('pink', 'sings') ",1,2.50E-06
1005,"('sings', 'glitter') ",1,2.50E-06
1006,"('glitter', 'air') ",1,2.50E-06
1007,"('air', 'show') ",1,2.50E-06
1008,"('show', 'soo') ",1,2.50E-06
1009,"('soo', 'amazing') ",1,2.50E-06
1010,"('amazing', 'beautiful') ",1,2.50E-06
1013,"('watching', 'army') ",1,2.50E-06
1014,"('army', 'wives') ",1,2.50E-06
1015,"('wives', 'always') ",1,2.50E-06
1017,"('makes', 'cry') ",1,2.50E-06
1019,"('<s>', 'johnny') ",1,2.50E-06
1020,"('johnny', 'trouble') ",1,2.50E-06
1021,"('trouble', 'ive') ",1,2.50E-06
1022,"('ive', 'dealing') ",1,2.50E-06
1023,"('dealing', 'roomate') ",1,2.50E-06
1024,"('roomate', 'crap') ",1,2.50E-06
1025,"('crap', 'aside') ",1,2.50E-06
1026,"('aside', 'nothing') ",1,2.50E-06
1027,"('nothing', 'cleaning') ",1,2.50E-06
1028,"('cleaning', 'alot') ",1,2.50E-06
1029,"('alot', 'miss') ",1,2.50E-06
1030,"('miss', 'abi') ",1,2.50E-06
1031,"('abi', '</s>') ",1,2.50E-06
1033,"('got', 'pulled') ",1,2.50E-06
1034,"('pulled', 'nevada') ",1,2.50E-06
1035,"('nevada', 'state') ",1,2.50E-06
1036,"('state', 'popos') ",1,2.50E-06
1037,"('popos', 'quite') ",1,2.50E-06
1038,"('quite', 'grand') ",1,2.50E-06
1039,"('grand', '</s>') ",1,2.50E-06
1040,"('<s>', 'hisfitness') ",1,2.50E-06
1041,"('hisfitness', 'thanks') ",1,2.50E-06
1042,"('thanks', 'marketing') ",1,2.50E-06
1043,"('marketing', 'guy') ",1,2.50E-06
1044,"('guy', 'left') ",1,2.50E-06
1045,"('left', 'canvass') ",1,2.50E-06
1046,"('canvass', 'leader') ",1,2.50E-06
1047,"('leader', 'center') ",1,2.50E-06
1048,"('center', 'politician') ",1,2.50E-06
1049,"('politician', 'right') ",1,2.50E-06
1050,"('right', 'tomorrow') ",1,2.50E-06
1051,"('tomorrow', 'mitm') ",1,2.50E-06
1052,"('mitm', '</s>') ",1,2.50E-06
1053,"('<s>', 'amazingphil') ",1,2.50E-06
1054,"('amazingphil', 'morning') ",1,2.50E-06
1055,"('morning', 'roarface') ",1,2.50E-06
1056,"('roarface', '</s>') ",1,2.50E-06
1058,"('arm', 'still') ",1,2.50E-06
1060,"('hurts', 'pulled') ",1,2.50E-06
1061,"('pulled', 'yesterday') ",1,2.50E-06
1064,"('finished', 'saying') ",1,2.50E-06
1065,"('saying', 'prayers') ",1,2.50E-06
1067,"('<s>', 'wendym') ",1,2.50E-06
1068,"('wendym', 'yeah') ",1,2.50E-06
1069,"('yeah', 'watch') ",1,2.50E-06
1071,"('lot', 'new') ",1,2.50E-06
1072,"('new', 'movies') ",1,2.50E-06
1073,"('movies', 'actually') ",1,2.50E-06
1074,"('actually', 'watch') ",1,2.50E-06
1076,"('lot', 'movies') ",1,2.50E-06
1077,"('movies', 'doctor') ",1,2.50E-06
1078,"('doctor', '</s>') ",1,2.50E-06
1079,"('<s>', 'precise') ",1,2.50E-06
1080,"('precise', 'public') ",1,2.50E-06
1081,"('public', 'education') ",1,2.50E-06
1082,"('education', 'best') ",1,2.50E-06
1083,"('best', 'defense') ",1,2.50E-06
1084,"('defense', 'private') ",1,2.50E-06
1085,"('private', 'deflation') ",1,2.50E-06
1086,"('deflation', '</s>') ",1,2.50E-06
1087,"('<s>', 'kids') ",1,2.50E-06
1088,"('kids', 'party') ",1,2.50E-06
1089,"('party', 'sun') ",1,2.50E-06
1091,"('<s>', 'nathalichristy') ",1,2.50E-06
1092,"('nathalichristy', 'les') ",1,2.50E-06
1093,"('les', 'les') ",1,2.50E-06
1094,"('les', 'dan') ",1,2.50E-06
1095,"('dan', 'less') ",1,2.50E-06
1096,"('less', 'aahahahah') ",1,2.50E-06
1097,"('aahahahah', 'liburan') ",1,2.50E-06
1098,"('liburan', 'kmn') ",1,2.50E-06
1099,"('kmn', 'hehe') ",1,2.50E-06
1101,"('<s>', 'painted') ",1,2.50E-06
1102,"('painted', 'rims') ",1,2.50E-06
1103,"('rims', 'car') ",1,2.50E-06
1105,"('<s>', 'matthardybrand') ",1,2.50E-06
1106,"('matthardybrand', 'lucky') ",1,2.50E-06
1107,"('lucky', 'good') ",1,2.50E-06
1108,"('good', 'friends') ",1,2.50E-06
1109,"('friends', 'sure') ",1,2.50E-06
1110,"('sure', 'already') ",1,2.50E-06
1111,"('already', 'knew') ",1,2.50E-06
1114,"('finished', 'money') ",1,2.50E-06
1115,"('money', 'stars') ",1,2.50E-06
1116,"('stars', 'played') ",1,2.50E-06
1117,"('played', 'far') ",1,2.50E-06
1118,"('far', 'aggressive') ",1,2.50E-06
1119,"('aggressive', 'trying') ",1,2.50E-06
1120,"('trying', 'build') ",1,2.50E-06
1121,"('build', 'monster') ",1,2.50E-06
1122,"('monster', 'stack') ",1,2.50E-06
1123,"('stack', 'approaching') ",1,2.50E-06
1124,"('approaching', 'bubble') ",1,2.50E-06
1125,"('bubble', '</s>') ",1,2.50E-06
1126,"('<s>', 'nani') ",1,2.50E-06
1127,"('nani', 'tati') ",1,2.50E-06
1128,"('tati', 'love') ",1,2.50E-06
1129,"('love', 'family') ",1,2.50E-06
1130,"('family', 'going') ",1,2.50E-06
