,sentence,LABEL
851,lucyfurleaps still duff boo,0
852,nite well really going bed compt amp leaving skool lib say parting sweet sorrow,0
853,dormir amanh tem niver josi show bruno marrone noh kkkkkk besos twitters,1
854,cityzen sadness next time,0
855,frustrated,0
856,jeffreecuntstar decent australian guys hard find trust better american one,1
857,tired think take east today plan much,1
858,lechon cholesterol attack still good,1
859,twilightfan hey,1
860,millie block john church patrick henry case,1
861,carolermp industrious cheese last night end strawbs filled,1
862,jodiluvsjordank none guys see tweets unless take profile private,0
863,mileycyrus hope noah good luck tonight,1
864,angiekayz omg girl totally see message sorry lived denmark years,1
865,mamasaywhat bitch lol mines almost done hour work,0
866,june grad party guys shoudl save date look facebook invite soon,1
867,sitting class bored lol,0
868,maryelleuh know right god really sad look somewhere else,0
869,winky cutto problem winks,1
870,nessie jake hope feel better,0
871,shedabeda change cause losing series thats fan anything happen,1
872,freshypanda getting back rain lol sorry nice,1
873,wanna jackson pollock,0
874,troystith hello,1
875,daveexplosm never hot live back home,0
876,tifftiff came home full moon bbq thinking nice would hmm one day good night,1
877,ijessicasimpson awww love,1
878,still gone movie miss ashee back tomorrow hopefully katelyn plzzz get online,0
879,miss feather duster,0
880,fadyanwar sad cause last gsm company owned egyptians also orascom inforced sell share,0
881,enjoying lovely sunday afternoon got back babysitting gonna shopping get coffee,1
882,well still raining looks like might actually thru april may june without moisture ugh,0
883,sad mcflurry gone,0
884,joeymcintyre awww kevin miss class,0
885,hours sleep last days headed eat pastor service gotta airport,0
886,jinnyboy good time amp,1
887,betheaeroplane getting texts aim,0
888,jackiedalia know life cruel bitch want together,0
889,working mother day,0
890,djdeks okay quot james quot going going back back cali cali record feeling feel dif xoxo nerd,0
891,eating lunch park sad,0
892,feels ill still doesnt know wearing laterr badtimes,0
893,finished moving back florida,1
894,sinuses going splode bueno time alavert hopefully sleep,0
895,happy day cash cash party bedroom radio,1
896,lonosg ufc ufc ufc wait friday,0
897,new super power camping place mac springleaf tower still eating fries,1
898,going like sunny today stuck inside ugh course since weekend gonna rain,0
899,missing testfest stuck work sick two days,0
900,ticklemejoey hey joe argentina loves like,1
901,looking almost full hour,0
902,good nite tweet,1
903,tinytim thanks kent uni got dizzee rascal pigeon detectives noisettes gregjames zane lowe sets well,1
904,neelyyyy left home alone uhhhhh lame,0
905,math klass bored hell urghhhhh hate math,0
906,sunday singing,1
907,going work wont back like hrs,0
908,yagsfan ill josh ticket gotta gotta,0
909,god feel fucking weird strange anxious feeling stomach,0
910,rcsaustin none want give publicly,1
911,whitneyblair courtneycamilla never let louis bag episode die buying knockoffs aunts wear one,0
912,gorgeous day wish beach alas stuck tfm,0
913,mastr hulas saturday night happy hour though,0
914,later busy making plans today beshie misssimone songzyuuup gonna june bball game,0
915,online longtime gtalk amp every popped quot come online quot instead quot quot message,0
916,arctic penguin idea damn annoying,0
917,lorrainapaz going probably see around,1
918,getting sunburnt working need get sunscreen,0
919,somemaysay good day shelley,1
920,bamthedj prego yrs ago time migraines horrid ended demerol shots times hugs,0
921,chris mccallum think going doc getting worse study hard,0
922,see rainbow,1
923,alojane,1
924,dannymcfly brazilian fans truly passionate much love forever ily xoxo,1
925,gojo know stuff mechanics use gets paint hands faces arms legs artists painters get gojo,1
926,jason mraz really love song quot quot makes feel good,1
927,say hello smile sun,1
928,bckwild called homie lol sleep tho got wake,0
929,ashleytisdale cool wish could hope win good luck love,1
930,wish watching hills,0
931,mark sheldon wow another supportive tweet thank followfriday,1
932,alrighty workin project going work jealous awe super illiterate,0
933,lets play tennis grenade bfheroes know name,1
934,packing bag lisbon,1
935,entire body accept awesomeness give chance,1
936,wallfish hel uva nice suggestion thanks get round changing everything,1
937,cjlenoil cool wat time wedding finishes saujana gimme time bck change amp,1
938,awake serious headache,0
939,learning quantum mechanics want sun shining outside nice weather,0
940,tigermarketing highly recommends join www asia earn money free shareholder dividends even nothing,1
941,nothin wear fml,0
942,cant awesome,1
943,use twitter place real relationships,0
944,please talk,0
945,favorite time night,1
946,able make church function got caught good news lost another pound today weigh,0
947,set thwirl maduck amp given twitter tips,1
948,yasexy still,1
949,quite satisfying see design really coming together,1
950,thing panicking,1
951,beer ordered trivia night state less chipper morning glass coffee get going,0
952,partymartytime kates tonight think anyone know film watch really freak,1
953,union street festival whatevs today fun missed girls soo much,1
954,musicbykg wow congrats lady going big soon show,1
955,ijustmightendit hello replying backkkk,1
956,momentarily energy nausea yet disappear work characters need fill countless forms sigh,0
957,hey songzyuuup tacia treysongz live,1
958,atebits week tweetie search iphone still update itunes canada patience wearing thin,0
959,morrow vacations end need something school,0
960,tomtravel awesome look forward tweets looooove travel,1
961,feeling sick wanted call today bueno,0
962,sad day indeed jay hits top tweet trending trends front day thank fallen soldiers heroes,0
963,got back indiana mom bro coin eat ihop raining hard,1
964,sydbob gonna ask wanted sky high melvin elijah going like,0
965,vote seanjohn com faces future page least last page,1
966,skyblues eva thanks hope great day xoxo,1
967,got back dentist mouth still numb,0
968,munchkin amp fam ditched stuff around house hills finale movie awards woo eminem,0
969,sexy costume feline feisty cat costume purring knows else would,1
970,fat ewww gross ugly fat help help need new body feel bad cuz one friends got,0
971,itsconsiderate omg totally wish hookups moment,0
972,freakin hot room get comfortable,0
973,found uploaded wrong pic twitpic last night,0
974,twitter phone confused,0
975,think fed lonely,0
976,mitchelmusso wish,0
977,stacey guess booth decided home yeah middle night hello stupid yet still watch,1
978,sunday know means drugs jesus,1
979,omg really love jerry yan mine,1
980,hagackure welcome honored work haga,1
981,twidroid favorites added twidroid recorded twitter web showing phone ideas,0
982,julibarcelona heading back home morning back sunday evening plan something soon smc nxt,0
983,miss romylovesmcfly anke paula going tokio hotel,0
984,kamscottxxx well exhausted kind given lookin juicy details since technically,1
985,reporterren definitely really good,1
986,danipoynterjudd yeah missed nite,0
987,untamed heart cute movie watch,1
988,iremember playing street kids yearning sunlight cold winter days making paper boats rainy days,1
989,happened weather sun lightning,0
990,concerts seeing nashville right,0
991,learn try funny morning spelling mistakes funny,0
992,sippin gin juiceeeee motha fuckah hahaha,1
993,alkaline trio sweet saves day sucked great time anyways awesome seeing everybody hangin,1
994,relaxing friday night moment hungry though,0
995,correction followers thanks follows tabat oberhauser denfree,1
996,despite last tweet fantasticly sunny day,1
997,tomorrow big fun dayyy wooo,1
998,wanted,0
999,happy mothers day good momma,1
1000,tummy hurts,0
1001,hmmm trying figure wat sunday head dinner dad ugly day tho rain much,0
1002,jphatala lucky twitter designed wise cracks katecollinsnyc good,1
1003,twitter baned drunk people sorry drunken ramblings bad irish people,1
1004,feel really bad talked parents like slaves nice punish,0
1005,twashley mom want help make search easy possible please let know,1
1006,gabelicious haha wow rather impressive,1
1007,packing dublin good session meetings hope weather nice,1
1008,tired restless promoting day view lounge,0
1009,actionlamb great people start day starbucks raise cardboard cup toast coffee goodness,1
1010,rediscovered favorite oldies station norman,1
1011,waynedastar morning send one gonna make church today still feel icky,0
1012,good morning twitterers twitterettes summer coming tired chill,0
1013,checking new followers sorry links work give name get blocked,0
1014,viperscot world twitter got,1
1015,zetas jacksonwages action jay tuxotaku jackawful mcal drandolph thanks kind wishes man bad day,0
1016,iloseweight charity rejected apple app store remove quot charity quot cues wtf iloseweight,0
1017,try sleep early today take hot shower,1
1018,dang forgot party afternoon sorry,0
1019,sarahmaq welcome world twitter hope enjoy stay,1
1020,got back work another sunny hot day enjoy whatever going cup coffee,0
1021,need redemption complete battle amp epilogue posted,1
1022,jpstg want old bren back want balanced new bren get see ballet tickets left,0
1023,beingnobody gig wed time ebay,0
1024,pottery barn catalog always makes want home,0
1025,patrickaxe blahahahhhahha tired remember much awesome sleep amp sex got kids damnnn lol xoxoniteee,1
1026,musiclover haha nice check,1
1027,totally stressed day today apparent reason good sign able sleep neither,0
1028,applebee dinner baby,1
1029,ivez hey dude sure nothing gets going tech amp finance ready nba finals wedding,1
1030,cipriani yup sure,1
1031,idk tell prove bullshit idk let things get bad,0
1032,hobbs many thanks left train,0
1033,drealoveslife feel sick today xxxx,0
1034,ofaydevil left shower even get say bye,0
1035,masiosare wonder always make good use right still hiding,1
1036,sacharules binged well getty images photos good,1
1037,manxstef programx balmer keep,1
1038,paulmwatson tks mate good news wake,1
1039,smosh food battles like christmas acted like jobro fan premiere concert saw food voting video,1
1040,found cute vintage dress ebay buy someone,1
1041,lostartofmurder yeah yeah stoke relatively near cool anything nice,1
1042,dannii looks like new person addicted twitter haha,1
1043,sarahdessen still winter coats,0
1044,nothing beats free wifi connection nokia,1
1045,mclamb life went work experience lol well lovely talking school soon hope talk later,0
1046,snap stil goin,0
1047,craig philip robinson staying hotel erin want get picture,0
1048,savorysweetlife bouchonfor sounds tasty quot afraid admit quot kind way,1
1049,finished bad top three man wish cards went way hands,0
1050,ooooooooo happy saturday,1
1051,peschkaj maybe need positive incentive finish today come visit slovenia,1
1052,makiin plans nite baq freakin killin,0
1053,rickyambury went new emperor still open nice actually walked past new samsi sumo feast,1
1054,little red day sun,0
1055,hairdryer amp already hot temperatures good combination fans self,0
1056,hoping dont make trip hospital boy fever,0
1057,ubershmoo bet jealous saw live canada wonder land gordon lightfoot never met,0
1058,kel alpha happened look random chance timing everything,1
1059,jessclarke proper journo would agree,1
1060,well thunderstorms forecast well dont forget follow peterfacinelli,0
1061,kellyprovence watching twilight quot enuf long amp happy life quot aww enuf,1
1062,phillygoat lol know right would kindle read books,0
1063,kgyall today mannn sniff sniff,0
1064,solorunner tomorrow morning probably pretty comformfortable time,1
1065,church hanging bestieee,1
1066,sat waiting fry,1
1067,djmiles live love life amp life loves,1
1068,boring know wht verry,0
1069,believe jeremy already graduating ceremony,0
1070,pouring wine rock wall open house next week wait one one one one,1
1071,lirael bad monday,1
1072,rebeccao yet another mountain challenge jan getting loads year usual,1
1073,phatfffat got trouble wont get back love amp tonight fun xox,0
1074,goodness dinner cheese pizza lunch need food getting serious cramps dairy,0
1075,bawling moment stupid titanic gets everytime,0
1076,eleclit actually nice today classmate annoying noong first day cute,1
1077,charltonbrooker appallingly late writers screenwipe good adored also christian kid puppets disturbed life,1
1078,gina pina aristeia hit ever since last pressy conf cried saw hugging jumbled mess emotions,0
1079,theolsens real ones fakes lol guess ill trust yall,1
1080,blood letting hospital,0
1081,provokecreative night feel content tonight sleep come easy work hard amp get rest,1
1082,labela insane intense breaking beds cool lol,1
1083,asamahmad like toothpaste,0
1084,abbie lot women sad right quot john lloyd quot heheh,1
1085,hilldeshaun hill word street need new logo pick pick full creativeness,1
1086,wanted make chocolate covered bananas settle banana split instead,0
1087,chiinarr watch omg watched half hour love already twilight rocks,1
1088,miley one,0
1089,endorphite aww poor dried dunno long got soaked earlier,0
1090,wishwishwish fiberwig think vestarted selling overseas orginated asia,1
1091,brightgirl good news got lots kitty pics,1
1092,keithmelton welcome fun run though perhaps next time max,1
1093,markhoppus good morning mark tudo bem lol,1
1094,bugger score try sigh,0
1095,khaldounj yeah lol today,1
1096,tommcfly need fucking perfect,0
1097,jonasaustralia hey show air australia cant wait lol,1
1098,love thunderstorms lovely evening play bubble bobble wii,1
1099,yelyahwilliams soooo williams haha hey look like girl paramore haha kidding,1
1100,didnt time pool today,0
1101,talking boy dreams,1
1102,crap realized havn written blog yet olive tree,0
1103,mid term hard shit sure passed dam think got,0
1104,pissed magic lost talk disheartening loss,0
1105,nope way stop put wiv,0
1106,cant seem shake blues away,0
1107,hates hates hates thursdays,0
1108,joelyah sent email times etc,1
1109,spencermckinney would figured birthday month half even celebrate,0
1110,jrfan depends kind video make could funny know song,1
1111,ted doingwork wish guys wichita christmas night reinacted,1
1112,dammit star trek japan continues elude,0
1113,cat settled lap decided going work today,1
1114,looking back guys perving even bothered face women shallow,1
1115,tessmorris faith quot see tell yoooouuuuu quot llll sssssseeeeeeee,1
1116,rawr miss bestie cant appreciate summer yet gets back gah neen,0
1117,looking guus hiddink departure pictures wants weep,0
1118,ali answer text think asleep awfully late call tomorrows,0
1119,hey katie learn count listed names said wow suchhh idiot school tanning boston tomorrow,1
1120,bytera welcome,1
1121,bobbyllew lisa rogers carpool alltime fave good work,1
1122,anarbormike love,1
1123,school week happyyyyyyyyyyyyyy,1
1124,following peterfacinelli need see kick see singing single ladies bikini peter love,1
1125,summer close three days midterms,0
1126,good morning mothers back hurts today couldnt sleep,1
1127,blamedrewscancer day falling glorious sunny day year amp cooped office day,0
1128,countdown weekend,1
1129,breagrant thought one best heroes pitty killing good characters use thing lol,0
1130,boyfriend life good,1
1131,vacation almost,0
1132,always fun dentist lip numb,1
1133,jasonholder true rich mean everyone around world,1
1134,tomfelton hey tom watch hbp released love singapore,1
1135,petewentz whats horoscope sagittarius pisces,1
1136,woohoo lounge maclaren mccann amp sketch tomorrow cbc metro morning listen talking artunexpected,1
1137,heat coma slept hours saturday worst start today,0
1138,morning beautiful already glorious sunshine wash vacum car done fill petrol done bbq stuff buy done,1
1139,daein hello followed haha,1
1140,joanna took soulmate quiz facebook amp result belongs someone rhythm,1
1141,yesterday went great party awesome amazing congratilations pauline,1
1142,chillen junyur peoples festival interesting wowww,1
1143,thinking new things,1
1144,mission tripp one west side florence got canceled goin birmingham cant wait see lives changed,1
1145,see everything ever need boy front much better,1
1146,ran today mccormicks woods gotta say nice place running,1
1147,took last final school late september stoked kinda csusb,0
1148,says heart always feels like rock,0
1149,lisaclfc sorry,0
1150,msdivamom quot memory quot quot tragedy quot,1
1151,diner chums french toast,0
1152,msmandz sorry hear,0
1153,moochow sounds awesome,1
1154,akwatkins laughing hard get call,1
1155,soooooo want come home,0
1156,mms still receiving messages get mms instead picture send either,0
1157,train catania daytrip bit sore bike swim walk yesterday savoca amazing worth hassle,1
1158,marley saddest movie ever tear,0
1159,seekingplumb remember last time got crawl bed awake enough read anything sad,0
1160,xstaticstacey yes gross delete individual entry wrong week,0
1161,ellljayy nice garden barely see screen lol lovely day getting done hair,1
1162,realized outside since mixing last soma,0
1163,classes mondayyyyyyy yay weekend,1
1164,eat little guy begged take home said,0
1165,head must gotten bigger optimus prime helmet fit like used time adjust straps,0
1166,kicobra hey kicks tired today need bed,0
1167,xthe happy emox haha gonna like super emo hardcore accoustic piano accoustic guitar electric guitar,1
1168,uuuggghhh body hurts especially arms,0
1169,frezzing hav scarf jeans tops jumper boots,0
1170,rbu many errors play grr software updates,0
1171,watching cup tea instead revision,1
1172,sorry really tweeted today kind day got busy day tomorrow probably,0
1173,ajroxmywhitesox god sorry,0
1174,christieressel serious going since little girl parents sold place though,0
1175,workin blows right state mind,0
1176,lesleypomeroy dang thought would maid honor,0
1177,days lines vines trying times also days history exam amp math exam fuckkkkkkk,1
1178,update lang good eve,1
1179,chuckatwork get invite miami left,0
1180,dns entries www indplay com removed,0
1181,happy know going fail exam,0
1182,looking forward thursday,0
1183,kirankhanzada hate days,0
1184,need know wear tomorrow,1
1185,hate sick amp week half yearlys ahh poo,0
1186,watching snog marry avoid haha man hillarious,1
1187,lollipopins forget noundiessunday,1
1188,greggrunberg please elazar love egg bacon ranch bed giving birth times years,1
1189,mac never back via palstall,1
1190,well hella tired going watch race think need hit gym crash den wrk tomorrow mrning,0
1191,raining area ladyminista,1
1192,nite nite chat morow lol,1
1193,morning home sladey today eat breakfast watching mickey mouse,1
1194,elainerogers shame beautiful place,0
1195,thisreal ever gotta make best gone,0
1196,xoxohelenhilton personal anyway probably miss lol dvd come today xoxo,0
1197,cocabeenslinky rissa modwife run kelly thank much support means alot,1
1198,got new glasses,1
1199,dotsauce trying get tribute site built tributes growing popularity world wide sacked developers though,0
1200,rest muchos shopping eating added another pair shoes bag fab collection result,1
1201,laughscreamsing yes bit better,1
1202,boice need get act together lol,1
1203,sick need stay bed hate weekends,0
1204,bad thanks hate sundays signals end weekend coy,0
1205,note wish good night,1
1206,macguffen going sleep,1
1207,sunny outside stay assignments study boo friday,1
1208,littlehallie fuck mad reason wanted talk bad make sure wouldnt disappointed,0
1209,viewfrommyseats ooohhh gotcha,1
1210,hanging kmnr waiting show good times,1
1211,gonna watch david cook quot cookie quot tonight already hearing sad,0
1212,weeks yesterday still doesnt get easyer,0
1213,found sewing machine like moms find,1
1214,patty ooooh fun,1
1215,loads piano work statement,1
1216,thinks everyone needs hug kids little bit tighter,0
1217,ashleymarieduh thanks love,1
1218,imoose read comics seen,0
1219,another rainy sunday watching twilight,1
1220,good morning twits,1
1221,already realised forgotten one thing,0
1222,dannygokey gosh sorry hopefully find,0
1223,scottwesterfeld probably already using quot hand quot quot understand quot like unimaginative morons need songwriters,0
1224,beverleycuddy weakness chocolate crisps follow weightwatchers need get back visitor goes,0
1225,feet hurt bad wore heels went see anne frank diary worn heels years holy shit exhausted,0
1226,knappkd man know anything good come place,1
1227,sophiakills childrens hospital orientation thing know right really wanted volunteer,0
1228,looks like rain boo,0
1229,suge yeah understand hugs away asshole brother though,0
1230,arjbarker things interest wow toast,1
1231,movies bout see night muesum amazingg new song fly,1
1232,jonathanrknight good night sweet dreams may rest well,1
1233,damn feet hurt never happens poor chanels,0
1234,cheekithasinger heyyy glad see,1
1235,want apc sooooo badly,0
1236,got home night bdb ybf bluesurrfer happy page everything wavy love,1
1237,heyyitskate lunch going hunting,0
1238,sarahanngreen still milk,0
1239,selenagomez plain white concert fun,1
1240,iamthecommodore got wings,1
1241,rainbowbrite sad everything kate said feel,0
1242,meetniroim watching sing arm waving skills spectacular,1
1243,aah min net itz mother hav sleep,0
1244,kelvineyers yup everyone needs come still cold morning,0
1245,lol lovin life like bbqz,1
1246,plabyorteaux everyone matters already knows understands book ignore jerks lhotp fans supportive,1
1247,iamsneezy slowly crossing get mac never back,1
1248,minutes early mens roofing fellowship,1
1249,hanging naptown sarah heading bmore soon din rocknitb,1
1250,back elon enjoying summer,1
1251,next days yessss,1
1252,well fuck made night thanx,1
1253,man dis sux cant bebo guess fault,0
1254,trying make chicken soup like mothers without recipe interesting cant find matzah,0
1255,new day time get started,1
1256,hahaha never,1
1257,estatic junior awesome great job team happy junior,1
1258,beer pong game working,0
1259,mandelion change number lemme know family still scares love,0
1260,good late morning,1
1261,hypedagreat quot work playing til later lol,0
1262,curtcosmic aww good think feeling like atm bad though thankyou,0
1263,dumb ass twitter fon isnt letting refresh page exceeded limit,0
1264,let one calls baby timee still want birthday gift,0
1265,tired,0
1266,sadness given way anger given way depression like sadness supercharged,0
1267,stopped raining afternoon weather normal bring champorado,1
1268,none plus taste like shit,0
1269,oops,1
1270,shewasyar know bad bitch cordelia shows,0
1271,want cake cake cake cake tin bereft cake depressed,0
1272,aimeenbarnes best keep eye boats check harmonisation well,1
1273,paganmama live wonderland family calls hippie anti clothdiapers,0
1274,plus dont think get dad present wanted get,0
1275,think going buy ingredients make mojitos weekend limes mint leaves club soda already rum,1
1276,happy birthday livie loooove,1
1277,lovely day portland husband yay feet still hurt though,1
1278,today mental health day school exhausting work irritating life overwhelming gonna home,1
1279,vat return due xero maintenance supposed back online mins ago joy,0
1280,yagirldwoods hey woods ever felt like neva gonna able live dream cuz feel like wanna model bad,0
1281,smashing weekend planned,1
1282,shanika doomed,0
1283,jayskillz hit shadcharleston lives,1
1284,nice daw yung picture hehehe,1
1285,awesome racing motogp yet stoner fighting hard,1
1286,signingmom spring alberta either windy raining today,0
1287,hilprado hope movie lword,1
1288,climbing done managed false start exhausted still ill,0
1289,oweew goood idea mmk awesome life set know leave school oxford better welcome,1
1290,pet snake anymore stupid boys,0
1291,chemistry class,0
1292,revising sun like summer,1
1293,hey lady bitch phaha wedding singer,1
1294,listening burnham funny guy,1
1295,carpool lane fail going slower lanes,1
1296,heading southbound milton keynes ucoh blueprint tonight,1
1297,davidlimonline bliss esso murph plutonic passion pit phase draft hip hop mood,1
1298,bout shower get ready work songzyuuup musicmondays keep update twitter fam,0
1299,boring annoy friends,1
1300,goodnight tweeperzz haha time study,0
1301,easy design cool sexy background image twitter homepage want display hot new sex cushion,1
1302,yea stay baby one favorites,1
1303,stepheezy got caught red,0
1304,kporcalla hey heard moved,0
1305,wooh got bak millecent today three medals trophy yeah,1
1306,goodnighttt tweetersss,1
1307,tfs conchango template quot ready test quot quot deferred quot status product backlog item,0
1308,skweeds part,0
1309,breaking silence,1
1310,dirkjohnson thank much giving old buddy hard time said missed seeing fireflies,1
1311,booked ticket weeks shore house hamptons literally cannot get better,1
1312,renukarajadurai hey babe make long term plans see air force thing sure turn jet,0
1313,jessikasay congrats followers,1
1314,bonedaddyking article helpful already practicing except drink alcohol,0
1315,laker game amp half,1
1316,cocoward love courtney okay youu,1
1317,gotta clean room,0
1318,quick everyone twitter much today missed xxx,0
1319,good time picnic happy got see sofie angela totally rocked veggie grill love veggie brats,1
1320,holy crap new house hella nice,1
1321,whats twitter tryingg catch nap gym haha wrkingg lol imma take advantage wifi connection,1
1322,jaymc heads guess nothing much,0
1323,resting today sick leave might hav get scan done wat bummer,0
1324,good morning getting ready day back school,0
1325,georgiielu aww thank means lot hear,1
1326,make fuckin twitter profile,1
1327,jasoncecrle twitter well another way sell keyboards controllers guess,1
1328,claire cordon haha yes follow tweet watching bbc,1
1329,waiting specialist running late,0
1330,joan rivers would love see come toronto pride sometime know put party,1
1331,way airport new york,0
1332,soulpoetrysite hmmm seems besides love emotion based deeper,1
1333,want wawtch true blood trueblood,0
1334,diana music love haha bad twitter,0
1335,dot watching casualty,1
1336,mizrik omg exactly granny made sad,0
1337,going walk around greenwich park feed squirrels get air letch topless boys,1
1338,kristenstewart totally love dress taylor cute,1
1339,novaleedmb minneapolis fourth time seeing kol great band,1
1340,sleeping,1
1341,crucify brett catch later amp woof woof fritz,1
1342,eatin boy,1
1343,going home,1
1344,goodness river indo sure looks nasty recommend swimming bass lake prns,1
1345,headed gym sleep well sunny outside worry without doubt best time day,1
1346,atlantisjackson right one show joe flanagan think tuning cup tea,0
1347,good morning twitters trouble tree man,1
1348,brunch opera cafe really busy would nice sit outside raining,0
1349,dawnrigby poor thing think much worse still lessons outside days anymore,0
1350,currently shopping kris allen shirts totally normal,1
1351,kathyireland right kathy never late dream love,1
1352,asshole thanx katie,0
1353,godlessgirl add accounts,0
1354,mcflyandjb loll hell yeah cool would man doug still wont reply lol,0
1355,exhaustive day yet nothing achieved,0
1356,getting ready shut busy day sons great moms day hope everybody day went well twit tomorrow,1
1357,michebel excellent thank,1
1358,twistedtamsyn yes church enlightening healing,1
1359,tomsmithmcse quicker exchange mail factory reset get working grumpy users call tomorrow,0
1360,briaaaa either ilysoulm,1
1361,simonech bad little overheating problem previous laptop fried graphix card sad day,0
1362,mabeo wish somewhere get sleep hope antibiotics work fast,0
1363,tarswebb hah mental case,0
1364,kreeshaturner kreesha cold though ottawa anyways edmonton hot,1
1365,mandyblake night saw post started laughing funny,1
1366,right thinking next,1
1367,devonmarie poor guy still learning,1
1368,correction wish tickets taylor swift show days,0
1369,moiswashere love infinity good song,1
1370,raptastic whats good lady,1
1371,wants sun come back northwest,1
1372,got early spent time jesus yay finished making perfect schedule lol,1
1373,want home anything,0
1374,vadimphoto bad nice couple small wedding beautiful location tired twitting sipping beer,1
1375,omg project natal hit see pubishers gonna use stunned try find box,0
1376,xcspeed got,1
1377,love thunderstorms,1
1378,lastoadri mas arah men new stickers,1
1379,digging everything character limit feel censored like editing college paper page maximum,0
1380,excited lazy friday night,1
1381,way see grandma mothers day lots studying,0
1382,mango cheesecake yumm,1
1383,kenziegrl hey girl know see tweets cause profile locked,0
1384,going home gotta fucking internet tho,0
1385,congrats kimora lee simmons djimon hounsou baby boy born may watch space name,1
1386,take test yet cause teacher bio department crazy kidders,0
1387,hoopz lol oops show comes thought thas talkin lol abou ocd sorry love,0
1388,finished avalon high amazing book,1
1389,doctor work hope bitches fun conditions show without,0
1390,gtfo home base nub ugh cooties,0
1391,timheidecker microsoft pay tweet fan search technology,1
1392,charlene kelley thanks glad connect,1
1393,reallyy dont want weekend end,0
1394,theres ihops everywhere,0
1395,cell days friend stolen sad new bag jubr chanel bag omj quot quot stole,0
1396,finally watching jon kate premiere breaking heart,0
1397,homemade mango pineapple amp black bean guac blue moon sunny day park,1
1398,woke hangin friends day,1
1399,breathe spaceeeeee listening shouting like,1
1400,digiscrap ugh right hot humid today thunderstorms,0
1401,rwiggumrules skip part darn messy ick,0
1402,umasswmr hope good mood holds next week,1
1403,come pens killing,0
1404,wethetravis awh travis get food man,0
1405,could spending kinds money tonight instead making want diesel clothes however,0
1406,britlove yep amazin,1
1407,rob hoffman tweet pic certificate gave make day please said please,1
1408,yaneri texted respond,0
1409,hoyle love better come dinner tonight cuz way much food,1
1410,shira awww made night,1
1411,beautiful day cari baby shower today,1
1412,richardfrank hope feel better soon,0
1413,hopefully kenya good,1
1414,sammie played songs set short pretty good,1
1415,madirigh damn sucks early tomorrow moving stuff apartment boo,0
1416,ddublover yes sure,1
1417,bbc saying lot twitterers blocked much quieter today iranelection,0
1418,siana mia bytor citygirl see sox wish baseball boys could figure win,0
1419,omg tash looks like freak feather boa phone send pictures going bed soon,1
1420,mom asked time got home last night gave mothers day gift forgot talking,1
1421,bao adore rubik cube religion,1
1422,misspentlife ham amp eggs british right,1
1423,morning way early clock,1
1424,went swimmin friends house cause pool filled water green cause rain drained btw fun,0
1425,vivalaaden usually feel getting closer kind sad,0
1426,dirksonguer quot german quot ist sogar noch besser,1
1427,sitting home bored sun shining sun person,0
1428,cyclingamericas good luck,1
1429,accordingtothem kingdom come lol,1
1430,real davidcook absolutely loved song always,1
1431,want malice subeta get,0
1432,leesasaur want nuggets sweet sour sauce,0
1433,day shred looks pretty tough helpful thinks start tomorrow,1
1434,pslovenpink sounds like plan,1
1435,foreverivy awww well winter start till july think yeah really cold hot,1
1436,sylviegreen thanks saying hello nice meet sorry burst bubble ring roses actually plague thing,1
1437,make mind wear,0
1438,stickam benji,1
1439,leave jess never gonna leave gimme sec sorry ily,0
1440,jesseshunting thanks follow looking forward updates,1
1441,lot walk ups sold item buck hope picks want golf later need money,1
1442,weekend bet rain means watch dvds,0
1443,hope niece comes today,1
1444,celebrating amazing mother today,1
1445,received last disc wire netflix today want end,0
1446,ddlovato fat skinny absolutely perfect really love many kisses spain,1
1447,nights,1
1448,nothin bored,0
1449,looking smart network tricks found something free texting free mobile browsing,1
1450,bob edwards rampage today,1
1451,would like welcome janet gray bubblegate first day business development executive yet sign twitter,1
1452,questlove get pic,0
1453,dapacheco hard,0
1454,jordanknight need sing truck amp fish summer tour,1
1455,woke last day sleep,0
1456,afterfx workshop today nice,1
1457,berthofstede,1
1458,enough quizzes back studying,0
1459,hash obama certainly thrilled neighborhood welcome anytime,1
1460,lost rounders match ahh well great game either way well played girls still obsessivly listening fly love,1
1461,rcpmelissa kids love talk weather trying subscribe blog figure,0
1462,songzyuuup always twisted mean kno bout big ego kno one invented sex lolz kno ham lol,1
1463,swmchic haha almost forgot know frickin awesome may first book ever read,1
1464,started new job today sonic cool,1
1465,apriori beauty thank double,1
1466,emilyybrowningg awesome love believe real never fake,1
1467,happy fabric friday flat rate shipping great japanese fabrics,1
1468,thanks steffenjason brucewez seaby ross rogers great mtb ride nebo great company great ambiance great ride,1
1469,missjo ladie known loren media years put good word,1
1470,watching lottery draw tonight million nice sum indeed,1
1471,mom bought bathing suits today,1
1472,think tweeting phone really cool,1
1473,great rdg tonight love love love,1
1474,mah gosh retweet think first thanks bobgrrl,1
1475,howliet,1
1476,princessarchie remember put phone silent lol night loveees,1
1477,ramadimas thank darling,1
1478,burned,0
1479,selmgomez bomb haha bff calling quot say quot number plz call back,1
1480,norcalwine may time get bottle empty bit glasses,1
1481,tragedy utter tragedy arms teddy arm teddy respectful mourning maxzilla latest victim never clap,0
1482,rafatux por supuesto spread word,1
1483,last exam tomorrow bringing party aberdeen,1
1484,renatebeate yes think assume hope taste well,1
1485,face hurts looks like attacked,0
1486,cried whilst watching hollyoaks need life lol,0
